"id","operador_id","data_abertura","valor_inicial","data_fechamento","valor_fechamento"
"625","197","65","0","KG","0.00"
"626","197","4","3","PCT","0.00"
"627","197","174","1","UN","0.00"
"628","197","214","0","1KG","0.00"
"629","197","179","2","PCT","0.00"
"630","197","145","1","CTL","0.00"
"631","197","165","1","UN","0.00"
"632","197","29","0","KG","0.00"
"633","197","161","0","KG","0.00"
"634","197","64","1","KG","0.00"
"635","197","17","1","DZ","0.00"
"636","197","152","2","UN","0.00"
"637","197","150","30","UN","0.00"
"638","198","109","0","KG","0.00"
"639","198","179","1","PCT","0.00"
"640","198","146","1","PCT","0.00"
"641","198","11","0","KG","0.00"
"642","199","58","1","KG","0.00"
"643","199","17","1","DZ","0.00"
"644","200","214","0","1KG","0.00"
"645","201","29","1","KG","0.00"
"646","202","152","6","UN","0.00"
"647","202","54","0","KG","0.00"
"648","202","108","1","KG","0.00"
"649","203","152","7","UN","0.00"
"650","203","108","0","KG","0.00"
"651","203","110","0","KG","0.00"
"652","204","13","1","DZ","0.00"
"653","204","7","1","PCT","0.00"
"654","204","4","1","PCT","0.00"
"655","204","95","1","PCT","0.00"
"656","204","186","1","PCT","0.00"
"657","204","191","0","KG","0.00"
"658","204","30","0","KG","0.00"
"659","205","5","2","PCT","0.00"
"660","205","13","1","DZ","0.00"
"661","206","17","1","DZ","0.00"
"662","206","152","5","UN","0.00"
"663","207","17","1","DZ","0.00"
"664","208","161","0","KG","0.00"
"665","208","30","0","KG","0.00"
"666","208","29","1","KG","0.00"
"667","208","66","0","KG","0.00"
"668","208","93","1","UN","0.00"
"669","209","13","1","DZ","0.00"
"670","209","64","0","KG","0.00"
"671","209","108","0","KG","0.00"
"672","210","31","1","KG","0.00"
"673","210","60","0","KG","0.00"
"674","210","109","0","KG","0.00"
"675","210","29","0","KG","0.00"
"676","210","66","0","KG","0.00"
"677","211","66","1","KG","0.00"
"678","211","14","0","KG","0.00"
"679","211","106","0","KG","0.00"
"680","211","191","0","KG","0.00"
"681","212","105","1","UN","0.00"
"682","212","54","1","KG","0.00"
"683","212","66","0","KG","0.00"
"684","212","53","0","KG","0.00"
"685","212","93","1","UN","0.00"
"686","213","44","0","KG","0.00"
"687","213","43","0","KG","0.00"
"688","213","40","0","KG","0.00"
"689","213","34","0","KG","0.00"
"690","214","151","6","UN","0.00"
"691","214","40","0","KG","0.00"
"692","214","109","0","KG","0.00"
"693","214","39","0","KG","0.00"
"694","215","40","0","KG","0.00"
"695","215","54","0","KG","0.00"
"696","215","44","0","KG","0.00"
"697","216","34","0","KG","0.00"
"698","216","29","1","KG","0.00"
"699","217","152","10","UN","0.00"
"700","218","29","2","KG","0.00"
"701","218","66","0","KG","0.00"
"702","218","16","1","DZ","0.00"
"703","219","66","0","KG","0.00"
"704","219","106","0","KG","0.00"
"705","219","5","1","PCT","0.00"
"706","220","17","1","DZ","0.00"
"707","221","108","0","KG","0.00"
"708","222","44","0","KG","0.00"
"709","223","108","0","KG","0.00"
"710","224","108","1","KG","0.00"
"711","224","65","1","KG","0.00"
"712","224","57","0","KG","0.00"
"713","224","14","0","KG","0.00"
"714","224","64","0","KG","0.00"
"715","224","69","1","CTL30","0.00"
"716","225","60","1","KG","0.00"
"717","225","1","1","KG","0.00"
"718","225","62","1","KG","0.00"
"719","225","29","0","KG","0.00"
"720","225","109","0","KG","0.00"
"721","225","93","1","UN","0.00"
"722","225","17","1","DZ","0.00"
"723","225","152","2","UN","0.00"
"724","226","212","6","UN","0.00"
"725","227","108","0","KG","0.00"
"726","227","109","0","KG","0.00"
"727","227","30","0","KG","0.00"
"728","228","7","1","PCT","0.00"
"729","228","129","1","UN","0.00"
"730","229","7","2","PCT","0.00"
"731","229","55","0","KG","0.00"
"732","229","5","1","PCT","0.00"
"733","229","108","1","KG","0.00"
"734","230","44","1","KG","0.00"
"735","230","34","0","KG","0.00"
"736","230","42","0","KG","0.00"
"737","230","110","1","KG","0.00"
"738","230","108","0","KG","0.00"
"739","230","10","1","KG","0.00"
"740","231","13","1","DZ","0.00"
"741","231","30","0","KG","0.00"
"742","232","14","0","KG","0.00"
"743","232","64","0","KG","0.00"
"744","232","30","0","KG","0.00"
"745","233","108","0","KG","0.00"
"746","233","10","0","KG","0.00"
"747","233","13","1","DZ","0.00"
"748","234","11","0","KG","0.00"
"749","234","17","1","DZ","0.00"
"750","235","13","1","DZ","0.00"
"751","235","151","1","UN","0.00"
"752","235","7","3","PCT","0.00"
"753","235","11","0","KG","0.00"
"754","235","5","1","PCT","0.00"
"755","235","49","1","PCT","0.00"
"756","236","17","1","DZ","0.00"
"757","236","152","3","UN","0.00"
"758","236","65","0","KG","0.00"
"759","236","166","0","KG","0.00"
"760","236","66","0","KG","0.00"
"761","236","126","1","UN","0.00"
"762","237","180","1","UN","0.00"
"763","237","64","0","KG","0.00"
"764","237","14","0","KG","0.00"
"765","237","95","1","PCT","0.00"
"766","237","61","0","KG","0.00"
"767","237","162","6","UN","0.00"
"768","237","5","1","PCT","0.00"
"769","238","31","1","KG","0.00"
"770","238","39","0","KG","0.00"
"771","238","55","0","KG","0.00"
"772","238","54","0","KG","0.00"
"773","238","166","0","KG","0.00"
"774","238","191","0","KG","0.00"
"775","238","4","1","PCT","0.00"
"776","238","66","1","KG","0.00"
"777","238","17","1","DZ","0.00"
"778","239","180","1","UN","0.00"
"779","239","166","0","KG","0.00"
"780","239","4","1","PCT","0.00"
"781","240","65","1","KG","0.00"
"782","240","66","1","KG","0.00"
"783","241","165","2","UN","0.00"
"784","241","145","1","CTL","0.00"
"785","241","166","0","KG","0.00"
"786","241","109","0","KG","0.00"
"787","241","38","1","KG","0.00"
"788","241","45","0","KG","0.00"
"789","241","54","0","KG","0.00"
"790","241","66","0","KG","0.00"
"791","241","108","0","KG","0.00"
"792","241","106","0","KG","0.00"
"793","241","107","0","KG","0.00"
"794","241","31","1","KG","0.00"
"795","241","15","1","UN","0.00"
"796","241","170","0","KG","0.00"
"797","241","53","0","KG","0.00"
"798","241","5","1","PCT","0.00"
"799","241","172","1","UN","0.00"
"800","241","68","1","CTL30","0.00"
"801","241","152","7","UN","0.00"
"802","242","17","1","DZ","0.00"
"803","243","13","1","DZ","0.00"
"804","243","151","2","UN","0.00"
"805","243","53","0","KG","0.00"
"806","243","64","0","KG","0.00"
"807","243","2","0","KG","0.00"
"808","243","11","0","KG","0.00"
"809","244","66","3","KG","0.00"
"810","244","58","5","KG","0.00"
"811","244","64","1","KG","0.00"
"812","244","60","0","KG","0.00"
"813","244","166","0","KG","0.00"
"814","245","64","1","KG","0.00"
"815","245","93","1","UN","0.00"
"816","245","147","1","UN","0.00"
"817","245","191","0","KG","0.00"
"818","246","58","0","KG","0.00"
"819","247","7","3","PCT","0.00"
"820","247","212","12","UN","0.00"
"821","247","186","1","PCT","0.00"
"822","247","93","1","UN","0.00"
"823","247","60","0","KG","0.00"
"824","247","63","1","KG","0.00"
"825","247","124","1","UN","0.00"
"826","247","30","0","KG","0.00"
"827","247","184","3","KG","0.00"
"828","247","13","1","DZ","0.00"
"829","247","151","2","UN","0.00"
"830","248","214","1","1KG","0.00"
"831","249","29","0","KG","0.00"
"832","249","34","0","KG","0.00"
"833","249","43","0","KG","0.00"
"834","250","13","2","DZ","0.00"
"835","251","7","2","PCT","0.00"
"836","252","66","1","KG","0.00"
"837","252","31","1","KG","0.00"
"838","253","54","1","KG","0.00"
"839","253","108","1","KG","0.00"
"840","253","60","1","KG","0.00"
"841","253","106","0","KG","0.00"
"842","253","109","0","KG","0.00"
"843","253","66","0","KG","0.00"
"844","253","14","0","KG","0.00"
"845","253","44","0","KG","0.00"
"846","253","17","1","DZ","0.00"
"847","254","7","2","PCT","0.00"
"848","254","166","0","KG","0.00"
"849","254","186","1","PCT","0.00"
"850","254","180","1","UN","0.00"
"851","254","187","1","UN","0.00"
"852","255","179","2","PCT","0.00"
"853","256","7","2","PCT","0.00"
"854","257","13","1","DZ","0.00"
"855","257","179","1","PCT","0.00"
"856","257","146","1","PCT","0.00"
"857","257","7","1","PCT","0.00"
"858","257","108","0","KG","0.00"
"859","257","109","0","KG","0.00"
"860","258","58","2","KG","0.00"
"861","258","110","1","KG","0.00"
"862","259","7","1","PCT","0.00"
"863","260","58","1","KG","0.00"
"864","261","108","0","KG","0.00"
"865","261","14","0","KG","0.00"
"866","261","7","1","PCT","0.00"
"867","261","159","1","UN","0.00"
"868","261","94","1","UN","0.00"
"869","262","11","1","KG","0.00"
"871","263","60","0","KG","0.00"
"872","263","61","0","KG","0.00"
"873","263","58","0","KG","0.00"
"874","263","11","0","KG","0.00"
"875","263","206","1","PCT","0.00"
"876","263","55","0","KG","0.00"
"877","263","108","0","KG","0.00"
"878","263","213","1","PCT","0.00"
"879","263","63","0","KG","0.00"
"880","263","151","5","UN","0.00"
"881","264","44","1","KG","0.00"
"882","265","162","10","UN","0.00"
"883","265","187","5","UN","0.00"
"884","265","11","0","KG","0.00"
"885","266","65","4","KG","0.00"
"886","266","60","1","KG","0.00"
"887","266","166","0","KG","0.00"
"888","266","186","1","PCT","0.00"
"889","267","15","1","UN","0.00"
"890","267","59","0","KG","0.00"
"891","267","110","0","KG","0.00"
"892","267","66","1","KG","0.00"
"893","267","5","1","PCT","0.00"
"894","267","93","2","UN","0.00"
"895","267","165","3","UN","0.00"
"896","268","17","1","DZ","0.00"
"897","268","152","2","UN","0.00"
"898","268","108","1","KG","0.00"
"899","268","58","1","KG","0.00"
"900","268","190","1","CTL","0.00"
"901","268","142","1","UN","0.00"
"902","268","210","1","PCT","0.00"
"903","268","138","1","UN","0.00"
"904","269","108","1","KG","0.00"
"905","269","13","1","DZ","0.00"
"906","270","110","1","KG","0.00"
"907","271","106","0","KG","0.00"
"908","271","53","0","KG","0.00"
"909","271","66","0","KG","0.00"
"910","271","166","0","KG","0.00"
"911","272","7","3","PCT","0.00"
"912","272","30","0","KG","0.00"
"913","272","109","0","KG","0.00"
"914","273","7","1","PCT","0.00"
"915","273","30","0","KG","0.00"
"916","273","1","0","KG","0.00"
"917","273","11","0","KG","0.00"
"918","274","7","2","PCT","0.00"
"919","274","162","5","UN","0.00"
"920","275","54","1","KG","0.00"
"921","275","191","0","KG","0.00"
"922","275","108","1","KG","0.00"
"923","275","29","1","KG","0.00"
"924","275","17","1","DZ","0.00"
"925","275","11","0","KG","0.00"
"926","276","151","3","UN","0.00"
"927","277","108","1","KG","0.00"
"928","277","17","1","DZ","0.00"
"929","277","152","2","UN","0.00"
"930","277","42","0","KG","0.00"
"931","277","60","0","KG","0.00"
"932","277","106","0","KG","0.00"
"933","277","55","0","KG","0.00"
"934","277","46","0","KG","0.00"
"935","277","149","12","UN","0.00"
"936","277","58","1","KG","0.00"
"937","277","191","0","KG","0.00"
"938","278","7","2","PCT","0.00"
"939","278","5","1","PCT","0.00"
"940","278","186","1","PCT","0.00"
"941","278","180","2","UN","0.00"
"942","279","11","0","KG","0.00"
"943","279","1","0","KG","0.00"
"944","279","63","0","KG","0.00"
"945","279","55","0","KG","0.00"
"946","279","44","0","KG","0.00"
"947","279","212","3","UN","0.00"
"948","279","18","1","UN","0.00"
"949","280","54","0","KG","0.00"
"950","280","106","0","KG","0.00"
"951","280","53","0","KG","0.00"
"952","280","187","4","UN","0.00"
"953","280","166","0","KG","0.00"
"954","280","66","1","KG","0.00"
"955","280","48","1","PCT","0.00"
"956","281","109","0","KG","0.00"
"957","281","165","1","UN","0.00"
"958","282","94","1","UN","0.00"
"959","282","187","6","UN","0.00"
"960","283","165","4","UN","0.00"
"961","283","166","0","KG","0.00"
"962","283","146","1","PCT","0.00"
"963","283","44","0","KG","0.00"
"964","284","184","2","KG","0.00"
"965","284","30","0","KG","0.00"
"966","284","13","1","DZ","0.00"
"967","285","7","2","PCT","0.00"
"968","285","55","0","KG","0.00"
"969","286","62","0","KG","0.00"
"970","286","55","0","KG","0.00"
"971","286","7","1","PCT","0.00"
"972","286","53","0","KG","0.00"
"973","286","165","1","UN","0.00"
"974","286","166","0","KG","0.00"
"975","286","29","0","KG","0.00"
"976","286","190","0","CTL","0.00"
"977","287","66","0","KG","0.00"
"978","288","214","0","1KG","0.00"
"979","288","7","1","PCT","0.00"
"980","289","15","2","UN","0.00"
"981","289","17","1","DZ","0.00"
"982","290","174","1","UN","0.00"
"983","291","63","0","KG","0.00"
"984","291","64","0","KG","0.00"
"985","291","179","1","PCT","0.00"
"986","291","7","1","PCT","0.00"
"987","291","29","0","KG","0.00"
"988","291","58","0","KG","0.00"
"989","291","40","0","KG","0.00"
"990","292","64","0","KG","0.00"
"991","292","4","1","PCT","0.00"
"992","292","60","0","KG","0.00"
"993","292","65","1","KG","0.00"
"994","292","165","1","UN","0.00"
"995","292","162","6","UN","0.00"
"996","292","166","0","KG","0.00"
"997","293","13","1","DZ","0.00"
"998","293","16","1","DZ","0.00"
"999","294","7","3","PCT","0.00"
"1000","294","191","0","KG","0.00"
"1001","294","17","1","DZ","0.00"
"1002","294","152","2","UN","0.00"
"1003","295","17","1","DZ","0.00"
"1004","295","152","2","UN","0.00"
"1005","295","1","0","KG","0.00"
"1006","295","29","0","KG","0.00"
"1007","295","54","0","KG","0.00"
"1008","295","165","1","UN","0.00"
"1009","296","106","0","KG","0.00"
"1010","296","7","1","PCT","0.00"
"1011","296","13","1","DZ","0.00"
"1012","297","13","1","DZ","0.00"
"1013","298","7","2","PCT","0.00"
"1014","299","66","0","KG","0.00"
"1015","299","186","1","PCT","0.00"
"1016","299","152","8","UN","0.00"
"1017","300","7","1","PCT","0.00"
"1018","300","146","1","PCT","0.00"
"1019","300","65","0","KG","0.00"
"1020","300","166","0","KG","0.00"
"1021","300","151","6","UN","0.00"
"1022","301","108","0","KG","0.00"
"1023","301","63","1","KG","0.00"
"1024","301","64","0","KG","0.00"
"1025","301","55","0","KG","0.00"
"1026","301","13","1","DZ","0.00"
"1027","302","7","2","PCT","0.00"
"1028","303","34","0","KG","0.00"
"1029","303","39","0","KG","0.00"
"1030","304","59","0","KG","0.00"
"1031","304","17","1","DZ","0.00"
"1032","305","145","3","CTL","0.00"
"1033","306","13","1","DZ","0.00"
"1034","307","107","0","KG","0.00"
"1035","307","66","0","KG","0.00"
"1036","307","13","1","DZ","0.00"
"1037","308","93","4","UN","0.00"
"1038","308","66","1","KG","0.00"
"1039","309","17","1","DZ","0.00"
"1040","310","11","0","KG","0.00"
"1041","310","212","9","UN","0.00"
"1042","310","66","0","KG","0.00"
"1043","311","5","1","PCT","0.00"
"1044","311","191","0","KG","0.00"
"1045","311","184","3","KG","0.00"
"1046","311","31","1","KG","0.00"
"1047","312","31","2","KG","0.00"
"1048","312","66","0","KG","0.00"
"1049","313","152","8","UN","0.00"
"1050","313","1","1","KG","0.00"
"1051","314","184","2","KG","0.00"
"1052","314","13","1","DZ","0.00"
"1053","314","151","2","UN","0.00"
"1054","314","108","0","KG","0.00"
"1055","315","58","0","KG","0.00"
"1056","315","7","2","PCT","0.00"
"1057","316","163","3","UN","0.00"
"1058","316","1","1","KG","0.00"
"1059","316","61","1","KG","0.00"
"1060","316","65","0","KG","0.00"
"1062","316","63","0","KG","0.00"
"1063","317","66","0","KG","0.00"
"1064","317","93","1","UN","0.00"
"1065","317","13","1","DZ","0.00"
"1066","318","17","1","DZ","0.00"
"1067","319","29","2","KG","0.00"
"1068","319","31","3","KG","0.00"
"1069","320","58","2","KG","0.00"
"1070","321","17","1","DZ","0.00"
"1071","321","60","1","KG","0.00"
"1072","321","66","1","KG","0.00"
"1073","321","44","0","KG","0.00"
"1074","321","7","1","PCT","0.00"
"1075","322","65","0","KG","0.00"
"1076","322","185","1","PCT","0.00"
"1077","322","161","0","KG","0.00"
"1078","322","63","0","KG","0.00"
"1079","322","62","0","KG","0.00"
"1080","322","106","0","KG","0.00"
"1081","322","64","0","KG","0.00"
"1082","322","212","6","UN","0.00"
"1083","322","162","5","UN","0.00"
"1084","322","66","0","KG","0.00"
"1085","323","44","0","KG","0.00"
"1086","323","65","0","KG","0.00"
"1087","323","108","1","KG","0.00"
"1088","323","55","0","KG","0.00"
"1089","323","63","0","KG","0.00"
"1090","323","66","1","KG","0.00"
"1091","323","162","5","UN","0.00"
"1092","324","42","0","KG","0.00"
"1093","324","31","1","KG","0.00"
"1094","324","108","0","KG","0.00"
"1095","325","4","2","PCT","0.00"
"1096","325","212","2","UN","0.00"
"1097","325","162","5","UN","0.00"
"1098","325","66","0","KG","0.00"
"1099","326","166","0","KG","0.00"
"1100","326","53","0","KG","0.00"
"1101","327","7","1","PCT","0.00"
"1102","327","186","1","PCT","0.00"
"1103","327","166","0","KG","0.00"
"1104","327","191","0","KG","0.00"
"1105","328","58","1","KG","0.00"
"1106","329","151","6","UN","0.00"
"1107","330","7","2","PCT","0.00"
"1108","331","66","0","KG","0.00"
"1109","331","106","0","KG","0.00"
"1110","331","166","0","KG","0.00"
"1111","332","108","0","KG","0.00"
"1112","332","63","0","KG","0.00"
"1113","332","13","1","DZ","0.00"
"1114","332","151","1","UN","0.00"
"1115","333","108","1","KG","0.00"
"1116","333","110","1","KG","0.00"
"1117","334","111","1","UN","0.00"
"1118","334","67","0","KG","0.00"
"1119","335","29","0","KG","0.00"
"1120","335","64","0","KG","0.00"
"1121","336","107","0","KG","0.00"
"1122","336","53","0","KG","0.00"
"1123","336","14","0","KG","0.00"
"1124","336","94","2","UN","0.00"
"1126","337","119","1","UN","0.00"
"1127","338","110","1","KG","0.00"
"1128","338","55","0","KG","0.00"
"1129","339","13","1","DZ","0.00"
"1130","340","165","1","UN","0.00"
"1131","341","95","1","PCT","0.00"
"1132","341","152","3","UN","0.00"
"1133","341","151","1","UN","0.00"
"1134","342","13","1","DZ","0.00"
"1135","342","151","6","UN","0.00"
"1136","342","106","0","KG","0.00"
"1137","342","66","1","KG","0.00"
"1138","342","165","1","UN","0.00"
"1139","343","13","1","DZ","0.00"
"1140","343","151","1","UN","0.00"
"1141","343","108","1","KG","0.00"
"1142","344","152","20","UN","0.00"
"1143","345","17","1","DZ","0.00"
"1144","345","110","0","KG","0.00"
"1145","345","53","0","KG","0.00"
"1146","345","11","0","KG","0.00"
"1147","345","162","12","UN","0.00"
"1148","345","132","1","UN","0.00"
"1149","345","129","1","UN","0.00"
"1150","345","128","1","UN","0.00"
"1151","345","66","0","KG","0.00"
"1152","345","166","0","KG","0.00"
"1153","345","191","0","KG","0.00"
"1154","345","82","1","1KG","0.00"
"1155","346","149","6","UN","0.00"
"1156","346","14","0","KG","0.00"
"1157","346","165","1","UN","0.00"
"1158","346","106","0","KG","0.00"
"1159","346","66","0","KG","0.00"
"1160","347","170","0","KG","0.00"
"1161","347","54","0","KG","0.00"
"1162","347","152","10","UN","0.00"
"1163","348","66","0","KG","0.00"
"1164","349","110","0","KG","0.00"
"1165","349","57","0","KG","0.00"
"1166","349","60","0","KG","0.00"
"1167","349","44","0","KG","0.00"
"1168","349","179","1","PCT","0.00"
"1169","350","58","5","KG","0.00"
"1170","350","110","3","KG","0.00"
"1171","351","7","1","PCT","0.00"
"1172","351","16","1","DZ","0.00"
"1173","351","4","1","PCT","0.00"
"1174","352","58","0","KG","0.00"
"1175","352","96","1","PCT","0.00"
"1176","353","54","0","KG","0.00"
"1177","353","29","1","KG","0.00"
"1178","353","110","0","KG","0.00"
"1179","353","13","1","DZ","0.00"
"1180","354","151","6","UN","0.00"
"1181","355","108","1","KG","0.00"
"1182","355","109","0","KG","0.00"
"1183","355","54","1","KG","0.00"
